Member_number,Date,itemDescription
4286,08-03-2015,butter
3841,19-07-2015,frozen vegetables
4272,06-06-2015,cream cheese 
1697,21-05-2015,beverages
3023,28-07-2015,yogurt
4177,13-04-2015,butter
4875,12-05-2015,roll products 
1587,01-07-2015,hard cheese
2932,20-03-2015,rolls/buns
1711,18-06-2015,white bread
4291,08-12-2015,chocolate marshmallow
3058,18-05-2015,rolls/buns
1971,18-09-2015,frozen meals
2489,04-05-2015,cake bar
3564,27-06-2015,coffee
4092,30-09-2015,butter
4166,06-11-2015,whole milk
4078,14-11-2015,newspapers
4753,21-06-2015,salty snack
4321,27-10-2015,rolls/buns
4524,22-04-2015,yogurt
1460,24-06-2015,whipped/sour cream
2960,19-12-2015,yogurt
1182,01-09-2015,whole milk
3547,21-10-2015,meat
3072,28-02-2015,yogurt
1293,05-03-2015,hard cheese
2742,10-10-2015,onions
4742,22-06-2015,coffee
1026,15-03-2015,dental care
4302,05-11-2015,coffee
4482,30-11-2015,yogurt
2602,11-12-2015,root vegetables
4832,03-12-2015,ready soups
4166,26-07-2015,butter
4843,02-03-2015,dessert
4579,29-10-2015,curd
2392,23-03-2015,whole milk
4218,03-10-2015,specialty fat
3409,20-05-2015,frozen vegetables
2768,01-01-2015,salt
4610,19-04-2015,cream cheese 
1479,14-05-2015,rolls/buns
2514,02-11-2015,cake bar
4790,16-05-2015,dessert
2601,26-03-2015,whole milk
3642,24-02-2015,rolls/buns
3637,10-07-2015,salty snack
1353,09-02-2015,salty snack
1305,24-05-2015,whole milk
4759,20-02-2015,other vegetables
2792,29-07-2015,sliced cheese
3547,07-10-2015,whole milk
4486,09-11-2015,other vegetables
1757,15-06-2015,whipped/sour cream
4251,03-10-2015,yogurt
2393,17-04-2015,salty snack
3500,21-04-2015,whole milk
1265,07-03-2015,curd
1884,11-12-2015,coffee
2636,11-09-2015,sliced cheese
2031,26-02-2015,misc. beverages
4760,02-04-2015,root vegetables
4466,20-08-2015,frozen vegetables
4999,24-01-2015,yogurt
4102,03-11-2015,rum
2452,11-08-2015,canned beer
2829,19-12-2015,margarine
2164,24-11-2015,pasta
4804,27-12-2015,rolls/buns
4662,27-06-2015,brown bread
4195,01-10-2015,cream cheese 
1396,22-07-2015,canned beer
4569,27-07-2015,sliced cheese
3682,05-03-2015,canned beer
4821,28-11-2015,cream cheese 
4284,14-10-2015,coffee
1183,29-06-2015,brown bread
1158,17-10-2015,root vegetables
2443,20-06-2015,curd
1328,24-03-2015,whole milk
3398,18-01-2015,frozen fish
1952,23-11-2015,soda
1479,14-05-2015,brown bread
3528,18-08-2015,sliced cheese
4790,16-05-2015,rolls/buns
3642,24-02-2015,other vegetables
3637,10-07-2015,dessert
1353,09-02-2015,flour
1901,29-11-2015,brown bread
1305,24-05-2015,yogurt
4875,13-09-2015,other vegetables
1757,15-06-2015,curd
2393,17-04-2015,root vegetables
1780,12-07-2015,other vegetables
1884,11-12-2015,long life bakery product
2636,11-09-2015,onions
4372,30-07-2015,pip fruit
1567,13-03-2015,yogurt
1100,12-03-2015,butter
1032,15-06-2015,cream cheese 
2872,19-09-2015,other vegetables
2693,02-11-2015,specialty fat
2003,23-11-2015,other vegetables
2563,03-08-2015,pip fruit
3571,21-10-2015,yogurt
2695,04-07-2015,hamburger meat
2494,13-06-2015,rolls/buns
1191,08-08-2015,other vegetables
1324,27-12-2015,curd
2664,20-09-2015,pasta
1073,08-06-2015,prosecco
3287,02-02-2015,vinegar
3468,14-11-2015,canned vegetables
4359,24-09-2015,onions
1299,03-06-2015,other vegetables
4437,20-10-2015,canned beer
1155,01-04-2015,yogurt
2916,13-06-2015,chocolate marshmallow
2789,28-01-2015,soda
2102,10-05-2015,vinegar
1482,24-07-2015,frozen vegetables
3882,23-04-2015,cling film/bags
2370,28-08-2015,newspapers
3831,14-10-2015,rolls/buns
1443,09-10-2015,flour
4323,26-03-2015,brown bread
1097,01-11-2015,curd
2348,28-02-2015,soda
1324,10-07-2015,rolls/buns
2521,03-03-2015,roll products 
2225,28-04-2015,yogurt
1361,08-09-2015,mustard
4579,09-01-2015,cream cheese 
1177,14-10-2015,dessert
3409,11-12-2015,canned beer
3072,26-01-2015,salad dressing
3296,06-06-2015,yogurt
1754,17-09-2015,other vegetables
1218,29-12-2015,candles
4444,22-07-2015,onions
1627,11-02-2015,canned beer
1454,22-10-2015,flour
3419,05-12-2015,rolls/buns
3380,16-05-2015,red/blush wine
1412,16-11-2015,butter
2535,10-11-2015,root vegetables
4853,17-09-2015,frozen vegetables
1026,28-05-2015,canned beer
3408,05-11-2015,root vegetables
2613,09-01-2015,whipped/sour cream
2867,16-07-2015,canned beer
4800,24-12-2015,seasonal products
1833,12-07-2015,coffee
2708,17-02-2015,artif. sweetener
3774,16-09-2015,salty snack
1214,10-01-2015,pip fruit
1780,27-08-2015,oil
1000,15-03-2015,yogurt
3778,01-10-2015,coffee
3518,18-05-2015,dessert
4187,28-10-2015,dessert
2001,03-03-2015,whole milk
1584,26-01-2015,dessert
2083,07-11-2015,sweet spreads
2070,24-03-2015,other vegetables
2222,28-12-2015,coffee
2410,21-11-2015,rolls/buns
4759,20-02-2015,artif. sweetener
2792,29-07-2015,rolls/buns
3547,07-10-2015,hard cheese
4486,09-11-2015,whole milk
1757,15-06-2015,sweet spreads
2560,26-11-2015,berries
4598,18-11-2015,mustard
1006,14-06-2015,rolls/buns
4372,30-07-2015,margarine
3170,17-01-2015,brown bread
3469,10-05-2015,butter
2031,26-02-2015,artif. sweetener
1567,13-03-2015,whole milk
4760,02-04-2015,semi-finished bread
3164,30-09-2015,whole milk
4102,23-09-2015,cream cheese 
1013,02-10-2015,roll products 
1726,02-11-2015,red/blush wine
2119,24-09-2015,whipped/sour cream
1035,24-04-2015,rolls/buns
2816,19-06-2015,yogurt
1754,08-07-2015,flour
2672,17-01-2015,yogurt
4482,07-08-2015,other vegetables
3380,11-11-2015,hard cheese
3323,09-12-2015,candles
1501,17-08-2015,hard cheese
1838,25-03-2015,hard cheese
3438,27-12-2015,root vegetables
1140,01-05-2015,curd
3071,26-03-2015,brown bread
3872,28-03-2015,soda
1163,14-12-2015,newspapers
3745,09-12-2014,pickled vegetables
4594,28-05-2014,soda
4762,25-06-2014,onions
3127,25-02-2014,root vegetables
2138,13-05-2014,whole milk
2899,08-01-2014,canned beer
2832,29-07-2014,meat spreads
1447,05-06-2014,other vegetables
1185,14-08-2014,whole milk
4579,19-01-2014,candles
3649,07-11-2014,soda
1935,30-06-2014,frozen vegetables
4872,20-10-2014,red/blush wine
4753,11-10-2014,rolls/buns
4372,11-09-2014,waffles
1223,05-09-2014,butter
3138,13-10-2014,curd
4262,03-06-2014,red/blush wine
4181,07-09-2014,detergent
1658,09-08-2014,soda
2477,30-09-2014,whole milk
2472,01-02-2014,white bread
2337,03-04-2014,whole milk
1748,26-08-2014,butter
3529,26-08-2014,root vegetables
3727,28-07-2014,soda
3552,27-01-2014,frozen meals
1726,05-04-2014,whole milk
3673,11-08-2014,cream cheese 
3790,31-07-2014,whole milk
2545,14-01-2014,onions
1006,09-04-2014,rice
1757,30-03-2014,whole milk
2352,27-03-2014,misc. beverages
1773,28-10-2014,whipped/sour cream
1851,12-02-2014,root vegetables
1309,23-12-2014,butter
1590,01-06-2014,newspapers
3757,08-07-2014,frozen vegetables
1432,18-02-2014,pip fruit
4423,25-02-2014,brown bread
3598,13-03-2014,whipped/sour cream
3625,17-10-2014,whole milk
4021,31-10-2014,other vegetables
1697,22-01-2014,butter
1180,24-08-2014,white bread
3226,26-02-2014,yogurt
4274,31-03-2014,pip fruit
2398,23-07-2014,coffee
2028,22-08-2014,salt
3282,28-08-2014,margarine
2602,03-01-2014,whole milk
2702,08-09-2014,other vegetables
3102,09-05-2014,white bread
1782,10-04-2014,onions
2550,11-06-2014,pip fruit
3226,25-10-2014,long life bakery product
1185,27-09-2014,canned beer
1742,20-10-2014,mustard
1191,10-03-2014,white bread
2466,28-01-2014,frozen meals
1392,12-09-2014,curd
4406,20-01-2014,cream cheese 
3206,24-08-2014,canned vegetables
1376,29-11-2014,chocolate marshmallow
4622,12-06-2014,cream cheese 
1816,09-01-2014,whole milk
3348,18-11-2014,root vegetables
2703,29-09-2014,specialty fat
3722,20-02-2014,brown bread
4114,07-08-2014,flour
1586,02-05-2014,rolls/buns
2387,11-03-2014,brown bread
3008,09-07-2014,other vegetables
1820,24-02-2014,salt
3402,24-12-2014,soda
3967,20-02-2014,whipped/sour cream
3350,23-05-2014,newspapers
1824,08-08-2014,canned beer
4389,31-10-2014,soda
1053,05-11-2014,frozen vegetables
1765,21-10-2014,rolls/buns
4762,15-01-2014,whole milk
1072,23-06-2014,other vegetables
3435,10-04-2014,roll products 
1741,12-07-2014,other vegetables
4598,05-09-2014,pot plants
1026,23-08-2014,yogurt
3564,23-02-2014,frozen vegetables
2664,08-01-2014,pickled vegetables
1672,26-01-2014,white bread
4109,03-06-2014,whole milk
3799,10-11-2014,pip fruit
3102,17-04-2014,curd
4788,17-02-2014,whipped/sour cream
1522,23-08-2014,yogurt
2015,04-08-2014,soda
4341,26-10-2014,coffee
3897,09-12-2014,yogurt
4215,10-04-2014,long life bakery product
1381,05-02-2014,rolls/buns
1190,18-05-2014,rolls/buns
1468,12-07-2014,yogurt
3269,09-07-2014,yogurt
1522,27-03-2014,ketchup
1461,05-08-2014,beef
3338,25-12-2014,seasonal products
1916,21-05-2014,whole milk
2663,02-08-2014,waffles
4651,27-09-2014,whole milk
1767,24-11-2014,soda
2653,21-04-2014,yogurt
3965,30-12-2014,semi-finished bread
1247,04-10-2014,other vegetables
1625,08-09-2014,rice
4623,18-12-2014,whole milk
4809,28-05-2014,margarine
3100,19-12-2014,root vegetables
1263,11-05-2014,other vegetables
1879,15-08-2014,other vegetables
4884,30-01-2014,coffee
3838,05-08-2014,whipped/sour cream
3127,21-10-2014,white bread
3248,06-02-2014,whole milk
2274,11-04-2014,other vegetables
3586,27-10-2014,newspapers
1280,20-03-2014,rolls/buns
2144,13-07-2014,sweet spreads
4853,24-12-2014,other vegetables
1064,03-09-2014,whole milk
1218,07-09-2014,frozen meals
2001,18-10-2014,butter
3843,06-09-2014,root vegetables
3486,27-01-2014,whipped/sour cream
2963,27-05-2014,frozen vegetables
1450,17-11-2014,other vegetables
1825,27-05-2014,salty snack
3291,14-01-2014,newspapers
4002,08-07-2014,yogurt
2504,24-04-2014,pip fruit
2443,10-03-2014,rolls/buns
2443,02-09-2014,pasta
4622,18-05-2014,whipped/sour cream
1309,20-04-2014,whipped/sour cream
2193,08-10-2014,waffles
1511,28-08-2014,curd
3552,29-10-2014,yogurt
2929,24-09-2014,bathroom cleaner
2042,31-08-2014,brown bread
2674,01-05-2014,butter
3350,21-01-2014,baking powder
4621,28-03-2014,salt
4408,01-02-2014,frozen fish
4340,24-08-2014,skin care
2198,10-08-2014,cream
4954,18-07-2014,root vegetables
3588,17-04-2014,brown bread
1564,30-10-2014,prosecco
3710,14-09-2014,onions
1926,25-07-2014,root vegetables
1396,03-12-2014,brown bread
2048,24-02-2014,pip fruit
4201,17-11-2014,dessert
4706,31-03-2014,cream cheese 
3184,19-03-2014,seasonal products
1454,28-01-2014,rolls/buns
4546,20-03-2014,margarine
4050,09-03-2014,whole milk
2742,02-06-2014,cream cheese 
2725,27-01-2014,soda
2048,30-10-2014,frozen vegetables
2393,22-03-2014,pasta
3771,21-12-2014,dishes
4819,20-08-2014,pip fruit
4464,18-02-2014,butter
3103,26-02-2014,other vegetables
3653,07-09-2014,margarine
4408,02-07-2014,misc. beverages
2295,13-06-2014,mayonnaise
4359,02-03-2014,rolls/buns
2181,05-04-2014,soda
3116,10-12-2014,onions
1893,22-07-2014,margarine
2144,22-02-2014,pasta
3745,22-12-2014,soda
2319,05-11-2014,baking powder
4461,16-11-2014,white bread
1587,26-12-2014,margarine
1581,17-06-2014,butter
3647,15-05-2014,cream cheese 
2154,10-11-2014,yogurt
1248,08-05-2014,skin care
1424,04-04-2014,other vegetables
1625,21-05-2014,butter
4136,18-02-2014,frozen fish
1248,09-05-2014,frozen vegetables
1660,03-04-2014,other vegetables
1299,23-02-2014,yogurt
1181,23-10-2014,mayonnaise
1249,01-01-2014,coffee
3398,15-04-2014,white bread
2792,16-02-2014,brown bread
1076,24-12-2014,brown bread
2031,05-07-2014,whole milk
3103,10-12-2014,frozen vegetables
4955,21-10-2014,sliced cheese
3976,05-08-2014,yogurt
4800,29-12-2014,butter
2966,08-10-2014,whole milk
1341,21-04-2014,yogurt
2447,26-07-2014,other vegetables
1748,27-07-2014,yogurt
1034,24-02-2014,cling film/bags
3461,19-05-2014,white bread
2402,29-09-2014,chocolate marshmallow
3729,24-12-2014,other vegetables
4933,02-07-2014,rolls/buns
4504,21-01-2014,other vegetables
1522,24-12-2014,frozen meals
3896,06-04-2014,salty snack
2068,21-07-2014,cleaner
4896,05-03-2014,other vegetables
1341,08-11-2014,root vegetables
4500,25-10-2014,yogurt
2279,03-01-2014,curd
3682,24-12-2014,margarine
1816,20-06-2014,liquor (appetizer)
1026,08-03-2014,dessert
1472,15-02-2014,curd
3044,17-09-2014,whole milk
1586,11-03-2014,soda
2001,05-02-2014,yogurt
4169,09-08-2014,coffee
4291,07-08-2014,coffee
3164,24-09-2014,long life bakery product
2556,02-09-2014,sparkling wine
1361,13-12-2014,soda
4098,16-02-2014,yogurt
3427,16-10-2014,soda
4217,03-06-2014,brown bread
4988,19-04-2014,butter
3348,18-01-2014,soda
1265,01-02-2014,whole milk
4359,03-07-2014,cling film/bags
2701,12-03-2014,butter
1129,10-09-2014,frozen meals
2786,21-02-2014,brown bread
1658,26-06-2014,coffee
4367,07-01-2014,frozen vegetables
2055,31-05-2014,rolls/buns
3380,23-02-2014,soda
3376,07-01-2014,other vegetables
1107,15-05-2014,specialty fat
2122,05-07-2014,pet care
4524,17-04-2014,red/blush wine
2600,28-09-2014,curd
1782,30-08-2014,other vegetables
4615,30-03-2014,yogurt
3116,12-06-2014,misc. beverages
2098,20-10-2014,misc. beverages
4769,31-03-2014,dessert
4569,24-12-2014,abrasive cleaner
1236,27-06-2014,pip fruit
2452,08-03-2014,coffee
1827,17-11-2014,root vegetables
2914,11-10-2014,other vegetables
1809,27-10-2014,cream cheese 
3294,26-02-2014,whipped/sour cream
1325,29-03-2014,soda
3021,29-10-2014,soda
1797,26-07-2014,detergent
3642,15-04-2014,long life bakery product
4235,18-10-2014,oil
3663,16-06-2014,root vegetables
1289,10-08-2014,yogurt
1489,06-01-2014,newspapers
1432,18-09-2014,long life bakery product
2602,04-02-2014,prosecco
2472,15-06-2014,whole milk
3438,02-06-2014,rolls/buns
4814,26-08-2014,long life bakery product
4804,17-09-2014,abrasive cleaner
2978,27-08-2014,pot plants
1809,02-01-2014,hard cheese
3387,09-05-2014,sliced cheese
3369,18-07-2014,yogurt
1785,23-02-2014,organic sausage
4002,13-01-2014,flour
1218,28-05-2014,cling film/bags
2547,09-03-2014,rolls/buns
3008,15-04-2014,pip fruit
1027,14-05-2014,salt
4200,23-06-2014,salty snack
3287,13-05-2014,other vegetables
3832,23-03-2014,pasta
3881,04-06-2014,waffles
1935,24-04-2014,sweet spreads
3565,15-04-2014,curd
3559,17-07-2014,other vegetables
1474,13-08-2014,whole milk
1522,07-01-2014,waffles
2949,01-06-2014,other vegetables
4416,02-10-2014,yogurt
4114,27-03-2014,yogurt
3841,29-07-2014,butter
1184,24-06-2014,whole milk
1015,28-06-2014,rolls/buns
4786,13-07-2014,seasonal products
3496,11-08-2014,salt
1309,06-05-2014,pickled vegetables
1660,15-06-2014,sliced cheese
4511,18-08-2014,cream cheese 
4988,13-12-2014,frozen vegetables
3657,29-05-2014,rolls/buns
1100,20-02-2014,pasta
3294,01-03-2014,other vegetables
3414,02-04-2014,cream cheese 
1578,29-11-2014,newspapers
1449,18-07-2014,other vegetables
4284,06-10-2014,soups
2457,09-07-2014,frozen fish
4809,21-06-2014,soda
2170,24-02-2014,root vegetables
1425,06-02-2014,root vegetables
4893,27-06-2014,whipped/sour cream
1476,16-01-2014,coffee
2026,07-01-2014,margarine
2901,09-08-2014,curd
2662,05-12-2014,artif. sweetener
4858,17-08-2014,whole milk
3200,27-10-2014,oil
1721,07-03-2014,soda
2504,10-02-2014,butter
3491,11-12-2014,whole milk
2919,14-01-2014,curd
4052,17-05-2014,specialty vegetables
4865,20-05-2014,whipped/sour cream
1440,01-01-2014,yogurt
1421,30-08-2014,soda
1353,12-09-2014,baking powder
1220,16-11-2014,pasta
1834,21-12-2014,baking powder
1578,26-03-2014,beverages
1501,03-11-2014,detergent
1113,02-02-2014,canned beer
3146,07-02-2014,other vegetables
1266,27-08-2014,sliced cheese
2545,13-04-2014,whole milk
3427,05-06-2014,yogurt
4262,17-08-2014,newspapers
4625,03-01-2014,whipped/sour cream
2669,20-03-2014,whipped/sour cream
3216,02-11-2014,rolls/buns
4635,02-02-2014,root vegetables
3151,20-08-2014,margarine
3010,11-05-2014,sliced cheese
4466,14-07-2014,soda
2047,12-05-2014,newspapers
4500,15-11-2014,cling film/bags
1097,03-05-2014,root vegetables
4212,12-05-2014,rolls/buns
2222,03-04-2014,rolls/buns
2661,14-12-2014,waffles
3468,02-06-2014,yogurt
2701,16-08-2014,margarine
3150,11-08-2014,pip fruit
4078,27-09-2014,cream cheese 
4066,24-01-2014,sliced cheese
1479,29-03-2014,whole milk
3976,05-10-2014,rolls/buns
3676,09-06-2014,other vegetables
1114,25-04-2014,brown bread
3127,24-03-2014,whole milk
2974,01-01-2014,whipped/sour cream
2704,02-08-2014,whole milk
2058,08-05-2014,pip fruit
2264,17-10-2014,coffee
4444,08-12-2014,pasta
1832,21-08-2014,coffee
4759,24-01-2014,root vegetables
4603,17-11-2014,newspapers
4117,03-08-2014,whole milk
3834,18-05-2014,salty snack
3786,21-10-2014,hard cheese
1574,17-06-2014,onions
4444,25-04-2014,long life bakery product
2601,28-02-2014,curd
3657,28-11-2014,white bread
3778,22-11-2014,frozen meals
1305,26-07-2014,root vegetables
1201,24-11-2014,coffee
4862,12-10-2014,white bread
1568,09-03-2014,coffee
2081,18-05-2014,whole milk
2838,19-04-2014,berries
1468,12-04-2014,salty snack
1392,15-08-2014,butter
1231,23-11-2014,soda
4933,01-08-2014,root vegetables
3206,05-11-2014,instant coffee
1443,13-01-2014,dessert
3321,11-03-2014,rolls/buns
1517,03-09-2014,salty snack
4140,02-01-2014,newspapers
3481,30-05-2014,other vegetables
4248,09-10-2014,margarine
3306,05-06-2014,whole milk
1590,21-06-2014,pip fruit
3188,16-10-2014,chocolate marshmallow
4786,04-05-2014,frozen fish
4748,19-04-2014,whole milk
4243,30-03-2014,margarine
3459,21-06-2014,whole milk
2036,20-07-2014,soda
3544,12-03-2014,flower (seeds)
2921,27-11-2014,other vegetables
1129,25-01-2014,baking powder
4140,20-02-2014,whole milk
3571,31-10-2014,other vegetables
3500,20-11-2014,other vegetables
2901,10-07-2014,other vegetables
1564,15-11-2014,pip fruit
1150,29-08-2014,berries
4341,12-02-2014,chocolate marshmallow
4933,21-04-2014,butter
4444,09-07-2014,canned beer
1860,26-07-2014,semi-finished bread
2024,17-05-2014,canned beer
4635,17-10-2014,margarine
4527,02-01-2014,curd
2702,12-11-2014,brown bread
1361,03-09-2014,salty snack
3529,23-01-2014,other vegetables
2048,24-11-2014,berries
1083,15-11-2014,whole milk
2481,07-08-2014,root vegetables
4464,19-05-2014,soda
4594,28-11-2014,rolls/buns
1776,28-04-2014,butter
1879,02-10-2014,dessert
1013,26-03-2014,frozen vegetables
1356,19-12-2014,berries
2091,18-01-2014,vinegar
4132,04-11-2014,frozen fish
1248,14-08-2014,pip fruit
4347,09-07-2014,margarine
2796,18-04-2014,soda
2048,17-12-2014,other vegetables
1256,14-10-2014,other vegetables
4078,11-01-2014,hard cheese
1013,28-03-2014,whipped/sour cream
1018,01-10-2014,long life bakery product
2207,09-04-2014,pip fruit
1587,15-05-2014,frozen vegetables
3118,07-11-2014,salty snack
3758,16-07-2014,whipped/sour cream
3039,20-08-2014,root vegetables
4915,28-06-2014,whole milk
4915,20-02-2014,onions
3896,11-07-2014,dishes
2838,28-04-2014,waffles
2820,24-11-2014,soda
4250,17-01-2014,pet care
1053,16-05-2014,rolls/buns
1829,26-02-2014,rolls/buns
1332,18-04-2014,other vegetables
2843,14-04-2014,canned vegetables
1163,30-04-2014,frozen vegetables
3841,01-08-2014,brown bread
1912,19-10-2014,dessert
2443,04-02-2014,whole milk
4140,29-01-2014,waffles
1100,18-12-2014,yogurt
3067,17-11-2014,whipped/sour cream
1204,18-05-2014,yogurt
3823,10-12-2014,frozen vegetables
4126,18-10-2014,hamburger meat
2467,30-11-2014,vinegar
4853,20-07-2014,whipped/sour cream
2829,07-07-2014,soda
3967,23-01-2014,rolls/buns
1833,20-10-2014,margarine
4999,19-05-2014,detergent
1971,28-05-2014,dessert
1064,21-04-2014,rolls/buns
2112,03-06-2014,sliced cheese
3116,22-05-2014,soda
2523,11-10-2014,rolls/buns
4022,10-07-2014,oil
1506,25-12-2014,pet care
1083,15-07-2014,soda
3082,07-07-2014,canned vegetables
1765,12-06-2014,pasta
4527,14-10-2014,rolls/buns
3831,29-03-2014,yogurt
3100,16-04-2014,curd
3726,03-09-2014,mustard
2928,04-11-2014,brown bread
3482,13-01-2014,oil
2410,06-12-2014,root vegetables
3021,15-11-2014,soups
2122,06-04-2014,soda
2060,25-05-2014,soups
4116,12-10-2014,yogurt
3116,12-03-2014,frozen vegetables
4543,11-05-2014,hard cheese
4252,25-12-2014,newspapers
4033,18-03-2014,frozen vegetables
1592,28-11-2014,rolls/buns
2138,12-12-2014,rolls/buns
1214,08-07-2014,waffles
3409,15-05-2014,whipped/sour cream
1162,05-04-2014,coffee
1426,03-10-2014,yogurt
2551,11-01-2014,curd
1816,21-08-2014,canned beer
3992,12-04-2014,dessert
2146,22-10-2014,organic products
4769,20-08-2014,whipped/sour cream
1223,20-09-2014,flour
3663,19-12-2014,cream cheese 
2539,23-11-2014,yogurt
3967,07-03-2014,soda
4243,29-12-2014,whipped/sour cream
4663,24-02-2014,flower (seeds)
4814,18-01-2014,yogurt
4538,19-08-2014,hard cheese
3138,24-05-2014,coffee
2796,16-02-2014,oil
4864,03-12-2014,brown bread
2536,10-06-2014,white bread
4246,28-06-2014,root vegetables
2219,13-09-2014,whipped/sour cream
4832,18-02-2014,white bread
2042,10-09-2014,other vegetables
3233,26-10-2014,waffles
4416,03-03-2014,whipped/sour cream
1424,30-01-2014,long life bakery product
1231,29-09-2014,margarine
3498,07-03-2014,butter
3039,15-10-2014,canned beer
4963,29-12-2014,whole milk
1829,12-10-2014,mustard
3877,27-06-2014,rolls/buns
2279,25-11-2014,coffee
1033,18-04-2014,dessert
1829,19-04-2014,yogurt
3745,25-03-2014,cream cheese 
3294,22-11-2014,coffee
2031,08-01-2014,detergent
4340,27-10-2014,berries
2476,24-08-2014,coffee
3243,02-01-2014,pot plants
2053,19-08-2014,soda
4397,27-12-2014,dessert
1162,18-01-2014,yogurt
4838,09-08-2014,honey
1803,06-04-2014,instant coffee
2348,22-11-2014,yogurt
2693,21-05-2014,mayonnaise
2885,26-12-2014,long life bakery product
2043,03-02-2014,curd
1950,09-09-2014,dessert
1990,07-03-2014,whole milk
3980,31-05-2014,soda
2917,27-05-2014,rolls/buns
4440,01-03-2014,newspapers
2262,10-09-2014,waffles
1227,08-05-2014,whipped/sour cream
3044,08-04-2014,pasta
1376,02-04-2014,pot plants
4534,28-08-2014,other vegetables
4258,13-06-2014,newspapers
2193,12-04-2014,dessert
4168,23-09-2014,margarine
3670,17-12-2014,detergent
2941,27-01-2014,berries
4291,02-02-2014,cream cheese 
4758,06-12-2014,root vegetables
1249,11-10-2014,frozen meals
4696,08-09-2014,rolls/buns
2994,12-07-2014,yogurt
4233,18-01-2014,soda
1182,16-11-2014,baking powder
1223,18-11-2014,semi-finished bread
1268,30-01-2014,margarine
1113,07-01-2014,yogurt
3248,25-10-2014,white bread
3402,26-12-2014,flower (seeds)
4280,01-03-2014,margarine
3279,26-11-2014,ketchup
4649,10-09-2014,cream cheese 
4856,08-07-2014,pasta
2334,02-03-2014,coffee
4821,20-04-2014,mustard
4166,07-12-2014,pasta
4890,30-11-2014,margarine
3763,04-02-2014,sparkling wine
1361,10-12-2014,hard cheese
3170,29-03-2014,beverages
1666,13-05-2014,flower (seeds)
1501,24-05-2014,baking powder
3017,11-09-2014,whole milk
4211,29-05-2014,newspapers
1444,30-04-2014,yogurt
4758,08-05-2014,butter
3258,19-12-2014,yogurt
1204,25-05-2014,waffles
4212,14-03-2014,butter
2588,07-01-2014,coffee
1013,12-11-2014,mayonnaise
1538,12-06-2014,dessert
2414,04-06-2014,cling film/bags
1827,03-12-2014,coffee
3177,13-09-2014,soda
4033,25-02-2014,white bread
1070,10-04-2014,red/blush wine
3834,21-03-2014,chocolate marshmallow
1754,20-04-2014,cream cheese 
1260,09-07-2014,curd
3021,22-06-2014,onions
1636,08-08-2014,liquor (appetizer)
4719,28-09-2014,coffee
2941,13-06-2014,beverages
2960,03-09-2014,canned beer
4822,21-08-2014,coffee
2768,05-05-2014,baking powder
1061,31-07-2014,hard cheese
1620,21-07-2014,cream cheese 
3458,27-06-2014,mustard
3609,13-05-2014,rolls/buns
2974,24-05-2014,frozen vegetables
1482,22-10-2014,brown bread
3184,20-04-2014,berries
2207,03-12-2014,coffee
3600,08-04-2014,pickled vegetables
3386,07-08-2014,baking powder
2504,16-12-2014,waffles
1860,31-01-2014,rolls/buns
2050,20-10-2014,rolls/buns
3402,17-05-2014,coffee
3072,12-11-2014,dessert
2274,04-12-2014,curd
2154,14-08-2014,onions
2082,10-10-2014,butter
3663,28-08-2014,margarine
4634,10-05-2014,oil
2560,19-04-2014,yogurt
3960,14-05-2014,whipped/sour cream
2258,21-01-2014,butter
4286,22-11-2014,canned beer
1125,30-05-2014,margarine
2451,26-02-2014,hard cheese
2138,03-11-2014,yogurt
1512,03-06-2014,rolls/buns
4598,05-11-2014,yogurt
4233,18-08-2014,cleaner
2550,24-12-2014,whole milk
2960,28-11-2014,dishes
3435,30-07-2014,rice
4105,26-10-2014,onions
2028,02-05-2014,flower (seeds)
2279,11-04-2014,salty snack
4349,22-11-2014,brown bread
2398,18-06-2014,rolls/buns
3976,25-10-2014,pasta
1905,22-04-2014,cream cheese 
1827,30-09-2014,curd
4389,07-10-2014,brown bread
4682,21-04-2014,toilet cleaner
4406,11-07-2014,soda
3320,21-01-2014,rolls/buns
1864,03-01-2014,butter
4449,11-12-2014,salty snack
4126,22-04-2014,brown bread
3386,18-03-2014,pasta
1869,20-12-2014,misc. beverages
1230,16-03-2014,sliced cheese
3790,24-04-2014,yogurt
1182,30-09-2014,red/blush wine
1162,20-08-2014,salty snack
4215,03-04-2014,liquor (appetizer)
3650,23-12-2014,frozen vegetables
1501,28-08-2014,butter
2600,12-07-2014,berries
4321,14-01-2014,soda
2402,16-04-2014,yogurt
3323,08-02-2014,brown bread
4878,13-09-2014,whipped/sour cream
4259,11-12-2014,newspapers
1308,23-11-2014,whole milk
1574,15-01-2014,flour
2144,02-10-2014,curd
2550,12-07-2014,canned beer
4235,21-03-2014,curd
3348,14-05-2014,brown bread
2055,14-12-2014,soda
4416,03-09-2014,margarine
3528,07-09-2014,liquor (appetizer)
1522,11-10-2014,long life bakery product
2264,22-07-2014,canned beer
3663,02-01-2014,frozen vegetables
4044,08-07-2014,cream cheese 
1229,03-09-2014,white bread
4788,09-09-2014,whole milk
3358,22-10-2014,hard cheese
4800,27-10-2014,cake bar
2159,08-10-2014,pot plants
4233,23-06-2014,roll products 
4838,07-09-2014,frozen vegetables
2499,01-11-2014,beverages
2921,18-11-2014,frozen vegetables
1045,12-01-2014,yogurt
